tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
530,37:58.5,46:48.6,474,5 Ave & E 29 St,40.7451677,-73.98683077,285,Broadway & E 14 St,40.73454567,-73.99074142,15224,Subscriber,1974,2
512,05:17.0,13:49.1,295,Pike St & E Broadway,40.71406667,-73.99293911,342,Columbia St & Rivington St,40.71739973,-73.98016555,28784,Subscriber,1975,1
179,58:18.7,01:18.1,3429,Hanson Pl & Ashland Pl,40.68506807,-73.9779076,416,Cumberland St & Lafayette Ave,40.68753406,-73.97265183,34323,Subscriber,1983,1
755,53:24.3,05:59.3,448,W 37 St & 10 Ave,40.75660359,-73.9979009,493,W 45 St & 6 Ave,40.7568001,-73.98291153,31438,Customer,1986,1
305,20:58.9,26:04.1,3233,E 48 St & 5 Ave,40.75724568,-73.97805914,450,W 49 St & 8 Ave,40.76227205,-73.98788205,30830,Subscriber,1959,1
1186,47:12.5,06:59.0,514,12 Ave & W 40 St,40.76087502,-74.00277668,423,W 54 St & 9 Ave,40.76584941,-73.98690506,17017,Customer,1988,1
806,02:49.0,16:15.9,435,W 21 St & 6 Ave,40.74173969,-73.99415556,529,W 42 St & 8 Ave,40.7575699,-73.99098507,15367,Subscriber,1990,2
1437,14:41.4,38:38.9,304,Broadway & Battery Pl,40.70463334,-74.01361706,3256,Pier 40 - Hudson River Park,40.72771408,-74.01129574,38490,Customer,1992,2
4100,55:51.8,04:12.0,3165,Central Park West & W 72 St,40.77579377,-73.97620574,468,Broadway & W 56 St,40.7652654,-73.98192338,27530,Customer,1969,0
1080,00:26.6,18:27.3,3734,E 58 St &  1 Ave (NW Corner),40.759125,-73.962658,3121,Jackson Ave & 46 Rd,40.74524768,-73.94733276,38937,Subscriber,1981,1
221,53:44.7,57:26.5,3467,W Broadway & Spring Street,40.72494672,-74.00165856,3260,Mercer St & Bleecker St,40.72706363,-73.99662137,16890,Subscriber,1952,1
729,09:19.7,21:28.8,3382,Carroll St & Smith St,40.680611,-73.99475825,3795,10 St & 2 Ave,40.671907,-73.993612,17461,Subscriber,2000,1
615,28:43.8,38:59.2,3372,E 74 St & 1 Ave,40.7689738,-73.95482273,3305,E 91 St & 2 Ave,40.7811223,-73.94965589,21627,Subscriber,1999,1
754,35:28.2,48:02.9,3403,4 Ave & 9 St,40.6705135,-73.98876585,3344,Pioneer St & Van Brunt St,40.679043,-74.011169,34083,Subscriber,1978,1
770,58:19.6,11:10.4,313,Washington Ave & Park Ave,40.69610226,-73.96751037,3067,Broadway & Whipple St,40.7016657,-73.9437303,16715,Subscriber,1989,2
438,39:16.6,46:35.5,3143,5 Ave & E 78 St,40.77632142,-73.96427393,3143,5 Ave & E 78 St,40.77632142,-73.96427393,38794,Customer,1969,0
228,07:20.9,11:09.8,229,Great Jones St,40.72743423,-73.99379025,151,Cleveland Pl & Spring St,40.72210379,-73.99724901,39532,Subscriber,1936,2
940,13:20.4,29:00.9,3160,Central Park West & W 76 St,40.77896784,-73.97374737,3675,3 Ave & E 95 St,40.7845968,-73.94968539,20991,Subscriber,1977,1
232,26:15.0,30:07.7,293,Lafayette St & E 8 St,40.73020661,-73.99102628,3708,W 13 St & 5 Ave,40.735445,-73.99431,31647,Subscriber,1989,2
1475,04:38.8,29:14.8,493,W 45 St & 6 Ave,40.7568001,-73.98291153,284,Greenwich Ave & 8 Ave,40.73901691,-74.00263761,19356,Customer,1989,1
477,36:49.9,44:47.2,3166,Riverside Dr & W 72 St,40.78057799,-73.98562431,3160,Central Park West & W 76 St,40.77896784,-73.97374737,34957,Subscriber,1976,2
408,33:08.8,39:57.1,3336,E 97 St & Madison Ave,40.787801,-73.953559,3305,E 91 St & 2 Ave,40.7811223,-73.94965589,28459,Subscriber,1980,2
326,59:34.7,05:00.8,3463,E 16 St & Irving Pl,40.73536706,-73.98797393,461,E 20 St & 2 Ave,40.73587678,-73.98205027,19081,Subscriber,1986,2
385,07:16.9,13:42.2,3372,E 74 St & 1 Ave,40.7689738,-73.95482273,3131,E 68 St & 3 Ave,40.7671284,-73.96224618,30735,Subscriber,1991,1
398,06:52.5,13:30.7,442,W 27 St & 7 Ave,40.746647,-73.993915,434,9 Ave & W 18 St,40.74317449,-74.00366443,18066,Subscriber,1985,1
348,01:25.0,07:13.6,3343,W 107 St & Columbus Ave,40.7997568,-73.96211287,3301,Columbus Ave & W 95 St,40.7919557,-73.968087,35330,Subscriber,1990,2
1090,57:55.0,16:05.7,456,E 53 St & Madison Ave,40.7597108,-73.97402311,3369,E 82 St & East End Ave,40.7724607,-73.9468208,38487,Subscriber,1982,1
2874,31:13.6,19:08.3,327,Vesey Pl & River Terrace,40.7153379,-74.01658354,398,Atlantic Ave & Furman St,40.69165183,-73.9999786,16589,Customer,1999,2
124,17:22.4,19:26.7,3163,Central Park West & W 68 St,40.7734066,-73.97782542,3165,Central Park West & W 72 St,40.77579377,-73.97620574,25705,Subscriber,1977,1
133,42:43.3,44:56.8,439,E 4 St & 2 Ave,40.7262807,-73.98978041,3263,Cooper Square & Astor Pl,40.72951496,-73.9907527,33624,Subscriber,1988,1
304,50:49.3,55:53.9,3637,Fulton St & Waverly Ave,40.68323865,-73.96599591,3429,Hanson Pl & Ashland Pl,40.68506807,-73.9779076,31078,Subscriber,1966,1
2898,32:07.4,20:25.6,3046,Marcus Garvey Blvd & Macon St,40.682601,-73.938037,3364,Carroll St & 5 Ave,40.6751622,-73.9814832,19171,Subscriber,1990,1
2172,32:34.1,08:46.6,332,Cherry St,40.71219906,-73.97948148,3723,Cadman Plaza E & Johnson St,40.69531728,-73.99015725,27743,Customer,1969,0
589,51:12.1,01:01.6,3507,Park Ave & E 124 St,40.8045555,-73.9396861,3529,Lenox Ave & W 130 St,40.8107922,-73.9430681,25600,Subscriber,1988,1
580,28:41.6,38:21.8,3443,W 52 St & 6 Ave,40.76132983,-73.97982001,3749,Lexington Ave & E 36 St,40.74757396,-73.97880077,14629,Subscriber,1961,1
659,06:07.5,17:07.4,411,E 6 St & Avenue D,40.72228087,-73.97668709,531,Forsyth St & Broome St,40.71893904,-73.99266288,16136,Subscriber,1954,1
1945,06:45.6,39:10.8,368,Carmine St & 6 Ave,40.73038599,-74.00214988,3463,E 16 St & Irving Pl,40.73536706,-73.98797393,17559,Subscriber,1991,1
254,28:13.9,32:28.7,241,DeKalb Ave & S Portland Ave,40.68981035,-73.97493121,3232,Bond St & Fulton St,40.68962189,-73.98304269,27961,Subscriber,1992,1
415,33:42.8,40:38.7,410,Suffolk St & Stanton St,40.72066442,-73.98517977,3711,E 13 St & Avenue A,40.72966729,-73.98067966,33689,Subscriber,1976,2
167,36:29.8,39:17.7,195,Liberty St & Broadway,40.70905623,-74.01043382,534,Water - Whitehall Plaza,40.70255065,-74.0127234,25425,Subscriber,1988,1
486,09:43.6,17:49.8,3709,W 15 St & 6 Ave,40.73804614,-73.99642959,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,30752,Subscriber,1972,1
198,21:40.2,24:58.6,3344,Pioneer St & Van Brunt St,40.679043,-74.011169,3676,Van Brunt St & Van Dyke St,40.67583294,-74.01472628,17874,Subscriber,1991,2
849,27:10.2,41:19.7,3052,Lewis Ave & Madison St,40.686312,-73.935775,436,Hancock St & Bedford Ave,40.68216564,-73.95399026,34213,Subscriber,1988,2
864,09:32.7,23:57.0,3140,1 Ave & E 78 St,40.77140426,-73.9535166,3131,E 68 St & 3 Ave,40.7671284,-73.96224618,39403,Subscriber,1977,1
854,24:43.3,38:57.4,496,E 16 St & 5 Ave,40.73726186,-73.99238967,517,Pershing Square South,40.751581,-73.97791,27236,Subscriber,1956,1
609,35:22.0,45:31.3,519,Pershing Square North,40.751873,-73.977706,468,Broadway & W 56 St,40.7652654,-73.98192338,19210,Subscriber,1977,1
559,22:34.9,31:54.5,276,Duane St & Greenwich St,40.71748752,-74.0104554,3783,Cliff St & Fulton St,40.70838,-74.00495,39838,Subscriber,1975,1
593,39:57.7,49:51.2,3168,Central Park West & W 85 St,40.78472675,-73.96961715,3437,Riverside Dr & W 91 St,40.79313481,-73.97700369,39486,Subscriber,1959,2
450,30:55.4,38:26.3,484,W 44 St & 5 Ave,40.75500254,-73.98014437,518,E 39 St & 2 Ave,40.74780373,-73.9734419,39375,Subscriber,1971,1
446,50:27.1,57:54.1,3680,E 43 St & 5 Ave,40.75412081,-73.98025185,515,W 43 St & 10 Ave,40.76009437,-73.99461843,15099,Subscriber,1994,2
739,38:38.0,50:57.3,380,W 4 St & 7 Ave S,40.73401143,-74.00293877,459,W 20 St & 11 Ave,40.746745,-74.007756,21310,Subscriber,1991,1
129,07:26.6,09:36.3,3286,E 89 St & 3 Ave,40.7806284,-73.9521667,3296,E 93 St & 2 Ave,40.78245418,-73.94891962,27829,Subscriber,1991,1
1139,03:50.1,22:49.5,302,Avenue D & E 3 St,40.72082834,-73.97793172,259,South St & Whitehall St,40.70122128,-74.01234218,31094,Subscriber,1993,1
722,32:51.0,44:53.9,3323,W 106 St & Central Park West,40.7981856,-73.9605909,3536,W 116 St & Broadway,40.8082,-73.9641,31277,Customer,1996,1
392,05:00.2,11:33.1,317,E 6 St & Avenue B,40.72453734,-73.98185424,285,Broadway & E 14 St,40.73454567,-73.99074142,20876,Subscriber,1991,1
354,32:06.1,38:00.6,438,St Marks Pl & 1 Ave,40.72779126,-73.98564945,285,Broadway & E 14 St,40.73454567,-73.99074142,16251,Subscriber,1980,1
741,32:11.7,44:33.3,3093,N 6 St & Bedford Ave,40.71745169,-73.95850939,481,S 3 St & Bedford Ave,40.71260486,-73.96264403,17609,Subscriber,1982,2
1082,19:13.8,37:16.5,377,6 Ave & Canal St,40.72243797,-74.00566443,545,E 23 St & 1 Ave,40.736502,-73.97809472,18300,Subscriber,1991,1
354,27:10.7,33:05.5,307,Canal St & Rutgers St,40.71427487,-73.98990025,3656,E 2 St & Avenue A,40.72307749,-73.98583621,16011,Subscriber,1982,1
366,56:27.5,02:33.8,293,Lafayette St & E 8 St,40.73020661,-73.99102628,491,E 24 St & Park Ave S,40.74096374,-73.98602213,39094,Subscriber,1989,1
2043,15:23.0,49:26.9,265,Stanton St & Chrystie St,40.72229346,-73.99147535,3322,12 St & 4 Ave,40.668603,-73.9904394,35104,Subscriber,1993,2
587,11:30.3,21:17.8,3724,7 Ave & Central Park South,40.76674056,-73.97906899,3139,E 72 St & Park Ave,40.77118288,-73.96409422,20654,Customer,1969,0
199,19:58.9,23:18.6,3664,North Moore St & Greenwich St,40.72019521,-74.01030064,426,West St & Chambers St,40.71754834,-74.01322069,34851,Subscriber,1980,1
113,12:47.6,14:41.3,415,Pearl St & Hanover Square,40.7047177,-74.00926027,415,Pearl St & Hanover Square,40.7047177,-74.00926027,28681,Subscriber,1978,1
423,04:24.4,11:28.0,3166,Riverside Dr & W 72 St,40.78057799,-73.98562431,513,W 56 St & 10 Ave,40.768254,-73.988639,34220,Subscriber,1995,1
2517,51:06.4,33:03.5,3169,Riverside Dr & W 82 St,40.78720869,-73.98128127,304,Broadway & Battery Pl,40.70463334,-74.01361706,31546,Customer,1969,0
466,09:22.1,17:09.1,3386,1 Pl & Clinton St,40.6809591,-73.99905709,143,Clinton St & Joralemon St,40.69239502,-73.99337909,38815,Subscriber,1967,1
1878,32:50.0,04:08.8,531,Forsyth St & Broome St,40.71893904,-73.99266288,525,W 34 St & 11 Ave,40.75594159,-74.0021163,27870,Subscriber,1988,1
356,35:04.3,41:01.3,3654,31 St & Northern Blvd,40.75186951,-73.9334929,3123,31 St & Thomson Ave,40.74469738,-73.93540375,34114,Subscriber,1982,1
828,06:41.3,20:29.8,72,W 52 St & 11 Ave,40.76727216,-73.99392888,459,W 20 St & 11 Ave,40.746745,-74.007756,15172,Subscriber,1977,2
1142,57:20.8,16:23.5,482,W 15 St & 7 Ave,40.73935542,-73.99931783,3461,Murray St & Greenwich St,40.71485151,-74.01122332,32956,Subscriber,1956,2
957,57:53.7,13:51.4,3260,Mercer St & Bleecker St,40.72706363,-73.99662137,472,E 32 St & Park Ave,40.7457121,-73.98194829,30970,Subscriber,1953,1
2533,10:54.9,53:08.8,3500,E 115 St & Madison Ave,40.7989445,-73.944846,79,Franklin St & W Broadway,40.71911552,-74.00666661,39239,Subscriber,1993,1
997,43:14.6,59:52.5,356,Bialystoker Pl & Delancey St,40.71622644,-73.98261206,3016,Kent Ave & N 7 St,40.72036775,-73.96165073,39576,Subscriber,1985,1
273,08:10.0,12:43.1,3614,Crescent St & 30 Ave,40.768692,-73.9249574,3593,31 St & Broadway,40.761584,-73.925921,32080,Customer,1975,1
86,35:16.5,36:42.9,438,St Marks Pl & 1 Ave,40.72779126,-73.98564945,326,E 11 St & 1 Ave,40.72953837,-73.98426726,20892,Subscriber,2000,1
2836,48:57.6,36:14.3,479,9 Ave & W 45 St,40.76019252,-73.9912551,3374,Central Park North & Adam Clayton Powell Blvd,40.799484,-73.955613,26889,Customer,1969,0
1322,37:17.4,59:19.7,217,Old Fulton St,40.70277159,-73.99383605,3232,Bond St & Fulton St,40.68962189,-73.98304269,38447,Customer,1989,2
2276,00:19.5,38:16.3,476,E 31 St & 3 Ave,40.74394314,-73.97966069,369,Washington Pl & 6 Ave,40.73224119,-74.00026394,38737,Subscriber,1999,1
1050,27:41.8,45:12.4,3486,Schermerhorn St & Bond St,40.68841743,-73.98451656,412,Forsyth St & Canal St,40.7158155,-73.99422366,38531,Subscriber,1990,2
358,02:37.2,08:35.3,440,E 45 St & 3 Ave,40.75255434,-73.97282625,493,W 45 St & 6 Ave,40.7568001,-73.98291153,27560,Subscriber,1982,2
182,57:28.6,00:31.0,195,Liberty St & Broadway,40.70905623,-74.01043382,534,Water - Whitehall Plaza,40.70255065,-74.0127234,28163,Subscriber,1992,1
1557,56:03.8,22:01.6,3349,Grand Army Plaza & Plaza St West,40.6729679,-73.97087984,3423,West Drive & Prospect Park West,40.66106337,-73.97945255,38495,Subscriber,1982,2
782,58:08.2,11:11.0,504,1 Ave & E 16 St,40.73221853,-73.98165557,502,Henry St & Grand St,40.714215,-73.981346,30556,Subscriber,1997,1
286,51:37.1,56:23.7,504,1 Ave & E 16 St,40.73221853,-73.98165557,491,E 24 St & Park Ave S,40.74096374,-73.98602213,16833,Subscriber,1978,1
1301,21:08.0,42:49.3,3321,Clinton St & Union St,40.6831164,-73.99785267,315,South St & Gouverneur Ln,40.70355377,-74.00670227,31111,Subscriber,1990,1
1501,11:22.4,36:23.9,519,Pershing Square North,40.751873,-73.977706,128,MacDougal St & Prince St,40.72710258,-74.00297088,18889,Subscriber,1978,2
622,28:46.0,39:08.5,3561,37 Ave & 35 St,40.7531106,-73.9279917,3616,Steinway St & 28 Ave,40.7656251,-73.9136695,20117,Subscriber,1988,1
1912,09:30.4,41:22.5,369,Washington Pl & 6 Ave,40.73224119,-74.00026394,3140,1 Ave & E 78 St,40.77140426,-73.9535166,28482,Subscriber,1966,2
1404,39:19.2,02:43.6,3121,Jackson Ave & 46 Rd,40.74524768,-73.94733276,3122,48 Ave & 5 St,40.74436329,-73.95587325,33223,Customer,1969,0
2004,16:22.3,49:47.2,476,E 31 St & 3 Ave,40.74394314,-73.97966069,3177,W 84 St & Broadway,40.7867947,-73.977112,38704,Subscriber,1979,1
797,10:41.3,23:58.7,480,W 53 St & 10 Ave,40.76669671,-73.99061728,3255,8 Ave & W 31 St,40.75058535,-73.99468482,25392,Subscriber,1993,1
686,54:53.7,06:20.2,247,Perry St & Bleecker St,40.73535398,-74.00483091,462,W 22 St & 10 Ave,40.74691959,-74.00451887,30847,Subscriber,1990,1
619,57:53.6,08:13.5,3440,Fulton St & Adams St,40.69241829,-73.98949474,245,Myrtle Ave & St Edwards St,40.69327018,-73.97703874,25445,Subscriber,1954,1
2786,35:37.1,22:03.9,3664,North Moore St & Greenwich St,40.72019521,-74.01030064,3290,E 89 St & York Ave,40.7779453,-73.946041,39343,Subscriber,1983,1
1165,37:38.7,57:04.0,216,Columbia Heights & Cranberry St,40.70037867,-73.99548059,3347,Van Brunt St & Wolcott St,40.6773429,-74.01275056,20337,Subscriber,1988,1
729,03:22.9,15:32.0,3058,Lewis Ave & Kosciuszko St,40.69237074,-73.93705428,3041,Kingston Ave & Herkimer St,40.67890679,-73.94142771,34194,Subscriber,1992,1
162,52:23.6,55:06.4,358,Christopher St & Greenwich St,40.73291553,-74.00711384,380,W 4 St & 7 Ave S,40.73401143,-74.00293877,30105,Subscriber,1964,1
584,20:01.9,29:46.5,465,Broadway & W 41 St,40.75513557,-73.98658032,2006,Central Park S & 6 Ave,40.76590936,-73.97634151,32618,Subscriber,1982,1
237,54:55.7,58:52.8,3699,W 50 St & 9 Ave,40.76360468,-73.98917958,515,W 43 St & 10 Ave,40.76009437,-73.99461843,25712,Subscriber,1964,1
713,34:43.0,46:36.7,3429,Hanson Pl & Ashland Pl,40.68506807,-73.9779076,3648,Flushing Ave & Vanderbilt Ave,40.69795032,-73.9707756,34094,Subscriber,1987,2
898,51:56.8,06:54.9,3346,Berkeley Pl & 7 Ave,40.67514684,-73.97523209,354,Emerson Pl & Myrtle Ave,40.69363137,-73.96223558,34336,Subscriber,1987,2
886,23:47.4,38:33.6,3083,Bushwick Ave & Powers St,40.71247661,-73.94100005,3016,Kent Ave & N 7 St,40.72036775,-73.96165073,35387,Subscriber,1979,1
404,34:37.2,41:21.6,3412,Pacific St & Nevins St,40.6853761,-73.98302136,3537,Carlton Ave & Dean St,40.6809741,-73.9710097,38631,Subscriber,1961,1
311,28:59.6,34:10.8,489,10 Ave & W 28 St,40.75066386,-74.00176802,494,W 26 St & 8 Ave,40.74734825,-73.99723551,39337,Subscriber,1992,1
661,52:37.0,03:38.5,3255,8 Ave & W 31 St,40.75058535,-73.99468482,519,Pershing Square North,40.751873,-73.977706,21047,Customer,1994,1
208,23:46.5,27:14.8,3129,Queens Plaza North & Crescent St,40.75110165,-73.94073717,3615,44 Dr & 21 St,40.748,-73.9460927,32522,Subscriber,1977,1
417,34:35.6,41:32.9,466,W 25 St & 6 Ave,40.74395411,-73.99144871,388,W 26 St & 10 Ave,40.74971775,-74.00295035,32183,Subscriber,1992,2
1159,14:38.5,33:58.1,472,E 32 St & Park Ave,40.7457121,-73.98194829,508,W 46 St & 11 Ave,40.76341379,-73.99667444,15598,Subscriber,1989,1
399,45:37.1,52:16.5,490,8 Ave & W 33 St,40.751551,-73.993934,514,12 Ave & W 40 St,40.76087502,-74.00277668,32110,Subscriber,1969,1
170,19:06.1,21:56.6,377,6 Ave & Canal St,40.72243797,-74.00566443,3467,W Broadway & Spring Street,40.72494672,-74.00165856,39681,Customer,1996,1
196,37:15.1,40:31.2,454,E 51 St & 1 Ave,40.75455731,-73.96592976,359,E 47 St & Park Ave,40.75510267,-73.97498696,34351,Subscriber,1974,1
374,31:52.7,38:07.7,474,5 Ave & E 29 St,40.7451677,-73.98683077,174,E 25 St & 1 Ave,40.7381765,-73.97738662,33745,Subscriber,1987,1
1816,11:28.0,41:44.6,3168,Central Park West & W 85 St,40.78472675,-73.96961715,3137,5 Ave & E 73 St,40.77282817,-73.96685276,31783,Subscriber,1985,1
310,30:30.1,35:40.6,3108,Nassau Ave & Russell St,40.72557,-73.94434,3101,N 12 St & Bedford Ave,40.72079821,-73.95484712,33331,Subscriber,1991,1
766,23:59.6,36:46.0,379,W 31 St & 7 Ave,40.749156,-73.9916,3793,Stuyvesant Walk & 1 Av Loop,40.73233978,-73.97898383,30355,Subscriber,1964,1
544,09:22.4,18:27.3,254,W 11 St & 6 Ave,40.73532427,-73.99800419,533,Broadway & W 38 St,40.75299641,-73.98721619,27564,Subscriber,1987,1
145,48:21.2,50:47.0,363,West Thames St,40.70834698,-74.01713445,3002,South End Ave & Liberty St,40.711512,-74.015756,33325,Subscriber,1985,1
1589,44:10.0,10:39.4,3467,W Broadway & Spring Street,40.72494672,-74.00165856,3049,Cambridge Pl & Gates Ave,40.68488,-73.96304,25148,Subscriber,1975,1
596,46:06.0,56:02.4,358,Christopher St & Greenwich St,40.73291553,-74.00711384,327,Vesey Pl & River Terrace,40.7153379,-74.01658354,28841,Subscriber,1961,1
657,18:08.1,29:05.9,315,South St & Gouverneur Ln,40.70355377,-74.00670227,308,St James Pl & Oliver St,40.71307916,-73.99851193,38846,Subscriber,1995,1
353,34:32.6,40:26.5,477,W 41 St & 8 Ave,40.75640548,-73.9900262,480,W 53 St & 10 Ave,40.76669671,-73.99061728,39064,Subscriber,1971,1
1010,04:59.1,21:49.8,3587,Carroll St & Washington Ave,40.6686744,-73.9618148,3384,Smith St & 3 St,40.6787242,-73.99599099,30291,Subscriber,1975,2
1304,15:24.2,37:08.4,366,Clinton Ave & Myrtle Ave,40.693261,-73.968896,279,Peck Slip & Front St,40.707873,-74.00167,28605,Subscriber,1995,1
1423,42:04.0,05:48.0,406,Hicks St & Montague St,40.69512845,-73.99595065,282,Kent Ave & S 11 St,40.70764494,-73.96841526,34079,Subscriber,1992,1
1300,04:48.3,26:28.5,478,11 Ave & W 41 St,40.76030096,-73.99884222,358,Christopher St & Greenwich St,40.73291553,-74.00711384,27122,Customer,1976,1
454,46:33.0,54:07.0,3332,Degraw St & Hoyt St,40.68199044,-73.99079025,310,State St & Smith St,40.68926942,-73.98912867,25822,Subscriber,1986,1
837,55:16.1,09:13.9,3602,31 Ave & 34 St,40.763154,-73.920827,3721,31 St & Newtown Ave,40.76754878,-73.92093346,16856,Subscriber,1987,2
2082,00:05.1,34:47.2,3137,5 Ave & E 73 St,40.77282817,-73.96685276,3443,W 52 St & 6 Ave,40.76132983,-73.97982001,38098,Customer,1990,1
386,10:56.2,17:22.2,496,E 16 St & 5 Ave,40.73726186,-73.99238967,334,W 20 St & 7 Ave,40.74238787,-73.99726235,31210,Subscriber,1984,1
389,11:48.2,18:17.5,3259,9 Ave & W 28 St,40.74937024,-73.99923384,168,W 18 St & 6 Ave,40.73971301,-73.99456405,27257,Subscriber,1979,1
1296,30:42.5,52:18.6,3472,W 15 St & 10 Ave,40.74275383,-74.00747359,72,W 52 St & 11 Ave,40.76727216,-73.99392888,38049,Subscriber,1995,1
1816,12:07.4,42:23.9,264,Maiden Ln & Pearl St,40.70706456,-74.00731853,369,Washington Pl & 6 Ave,40.73224119,-74.00026394,27262,Subscriber,1991,1
630,44:21.3,54:51.8,3156,E 72 St & York Ave,40.76663814,-73.95348296,441,E 52 St & 2 Ave,40.756014,-73.967416,27158,Subscriber,1993,1
1038,35:35.3,52:53.5,3142,1 Ave & E 62 St,40.7612274,-73.96094022,528,2 Ave & E 31 St,40.74290902,-73.97706058,17993,Subscriber,1995,2
488,55:50.3,03:58.5,3102,Driggs Ave & Lorimer St,40.72179134,-73.9504154,3016,Kent Ave & N 7 St,40.72036775,-73.96165073,30060,Subscriber,1987,1
649,38:54.0,49:43.7,513,W 56 St & 10 Ave,40.768254,-73.988639,514,12 Ave & W 40 St,40.76087502,-74.00277668,16708,Subscriber,1985,1
946,00:49.4,16:35.9,3733,Avenue C & E 18 St,40.730563,-73.973984,482,W 15 St & 7 Ave,40.73935542,-73.99931783,39689,Subscriber,1986,1
500,33:56.4,42:17.1,403,E 2 St & 2 Ave,40.72502876,-73.99069656,487,E 20 St & FDR Drive,40.73314259,-73.97573881,39080,Subscriber,1992,1
926,23:57.8,39:24.1,3350,W 100 St & Broadway,40.7973721,-73.97041192,3164,Columbus Ave & W 72 St,40.7770575,-73.97898475,32771,Customer,1969,0
126,22:34.1,24:40.9,3235,E 41 St & Madison Ave,40.75216528,-73.97992194,519,Pershing Square North,40.751873,-73.977706,21282,Subscriber,1983,1
998,44:12.7,00:51.4,503,E 20 St & Park Ave,40.73827428,-73.98751968,164,E 47 St & 2 Ave,40.75323098,-73.97032517,39197,Subscriber,1993,2
1350,28:31.4,51:02.1,3472,W 15 St & 10 Ave,40.74275383,-74.00747359,2008,Little West St & 1 Pl,40.70569254,-74.01677685,39601,Subscriber,1981,2
1739,59:20.9,28:20.1,438,St Marks Pl & 1 Ave,40.72779126,-73.98564945,3164,Columbus Ave & W 72 St,40.7770575,-73.97898475,26539,Subscriber,1979,1
544,06:27.7,15:32.7,3346,Berkeley Pl & 7 Ave,40.67514684,-73.97523209,3562,Classon Ave & St Marks Ave,40.6765198,-73.9596082,39902,Subscriber,1998,1
1318,40:47.4,02:45.9,441,E 52 St & 2 Ave,40.756014,-73.967416,394,E 9 St & Avenue C,40.72521311,-73.97768752,35030,Subscriber,1992,1
1732,42:25.7,11:18.3,319,Fulton St & Broadway,40.711066,-74.009447,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,17795,Subscriber,1993,1
1245,54:01.0,14:46.4,3397,Court St & Nelson St,40.6763947,-73.99869893,310,State St & Smith St,40.68926942,-73.98912867,38260,Subscriber,1957,2
1011,03:20.4,20:11.4,3165,Central Park West & W 72 St,40.77579377,-73.97620574,3139,E 72 St & Park Ave,40.77118288,-73.96409422,28056,Customer,1997,2
387,57:48.6,04:16.5,453,W 22 St & 8 Ave,40.74475148,-73.99915362,280,E 10 St & 5 Ave,40.73331967,-73.99510132,32789,Subscriber,1992,1
797,59:38.0,12:55.9,3344,Pioneer St & Van Brunt St,40.679043,-74.011169,310,State St & Smith St,40.68926942,-73.98912867,27661,Customer,1969,0
686,36:09.6,47:35.6,3699,W 50 St & 9 Ave,40.76360468,-73.98917958,3235,E 41 St & Madison Ave,40.75216528,-73.97992194,39703,Customer,1969,0
234,36:07.6,40:01.7,3504,E 123 St & Lexington Ave,40.8029263,-73.9379,3491,E 118 St & 1 Ave,40.79747,-73.93504,24809,Subscriber,1997,1
343,07:14.9,12:58.0,497,E 17 St & Broadway,40.73704984,-73.99009296,504,1 Ave & E 16 St,40.73221853,-73.98165557,28544,Subscriber,1981,2
492,58:16.8,06:28.9,465,Broadway & W 41 St,40.75513557,-73.98658032,491,E 24 St & Park Ave S,40.74096374,-73.98602213,24956,Subscriber,1976,1
404,18:05.7,24:50.3,3283,W 89 St & Columbus Ave,40.7882213,-73.97041561,3164,Columbus Ave & W 72 St,40.7770575,-73.97898475,39214,Subscriber,1969,0
1439,32:39.7,56:39.1,265,Stanton St & Chrystie St,40.72229346,-73.99147535,489,10 Ave & W 28 St,40.75066386,-74.00176802,29979,Subscriber,1993,1
1585,06:13.6,32:38.7,3347,Van Brunt St & Wolcott St,40.6773429,-74.01275056,3790,Henry St & Middagh St,40.7003,-73.991581,20001,Customer,1969,0
318,48:29.2,53:47.6,79,Franklin St & W Broadway,40.71911552,-74.00666661,3690,Park Pl & Church St,40.71334184,-74.00935516,33466,Subscriber,1945,2
926,55:23.8,10:50.7,2000,Front St & Washington St,40.70255088,-73.98940236,244,Willoughby Ave & Hall St,40.69196035,-73.96536851,39780,Subscriber,1975,1
289,29:15.8,34:04.8,3574,Prospect Pl & Underhill Ave,40.6769694,-73.96579,3637,Fulton St & Waverly Ave,40.68323865,-73.96599591,38577,Subscriber,1985,1
181,59:43.8,02:45.7,469,Broadway & W 53 St,40.76344058,-73.98268129,447,8 Ave & W 52 St,40.76370739,-73.9851615,30300,Subscriber,1961,1
123,03:00.4,05:03.9,326,E 11 St & 1 Ave,40.72953837,-73.98426726,3711,E 13 St & Avenue A,40.72966729,-73.98067966,32081,Subscriber,1986,1
170,51:39.7,54:29.8,502,Henry St & Grand St,40.714215,-73.981346,350,Clinton St & Grand St,40.71559509,-73.9870295,39548,Subscriber,1958,2
483,14:35.4,22:38.5,3140,1 Ave & E 78 St,40.77140426,-73.9535166,3309,E 97 St & 3 Ave,40.7859201,-73.94860294,26750,Subscriber,1984,1
1075,34:38.9,52:34.6,350,Clinton St & Grand St,40.71559509,-73.9870295,3002,South End Ave & Liberty St,40.711512,-74.015756,39291,Customer,1991,1
